customer_id,first_name,last_name,age,province,city,employment_status,income,customer_since,Start_Year,Start_Month,Start_Day,Weekday,cus_trans_count,cus_total_trans_val,customer_avg_trans,cus_max_trans,customer_segment
53804,Nomsa,Jacobs,29,Kwazulu-Natal,Pietermaritzburg,Unemployed,20321.72,2017-07-04,2017,7,4,1,,,,,Middle Income
53805,Bongani,Botha,32,Free State,Bethlehem,Retired,37433.24,2014-07-16,2014,7,16,2,13.0,8241.949999999999,633.9961538461538,1400.18,High Income
53806,Ayanda,Botha,22,Western Cape,Cape Town,Self-employed,12281.02,2018-12-10,2018,12,10,0,,,,,Middle Income
53807,Ayanda,Dlamini,55,Kwazulu-Natal,Durban,Retired,29531.67,2025-03-01,2025,3,1,5,,,,,Middle Income
53808,Nomsa,Ndlovu,22,North West,Klerksdorp,Student,14485.99,2024-01-28,2024,1,28,6,3.0,967.53,322.51,573.58,Middle Income
53809,Nomsa,Adams,37,Limpopo,Tzaneen,Employed,24821.78,2014-06-10,2014,6,10,1,16.0,12260.16,766.26,1742.66,Middle Income
53810,Ethan,Nkosi,53,Gauteng,Pretoria,Employed,38146.67,2025-12-26,2025,12,26,4,,,,,High Income
53811,Sibusiso,Pillay,28,Mpumalanga,Secunda,Employed,17787.94,2024-01-30,2024,1,30,1,,,,,Middle Income
53812,Sophia,Williams,54,Gauteng,Johannesburg,Employed,11868.12,2019-02-21,2019,2,21,3,19.0,23165.41,1219.2321052631578,7602.59,Middle Income
53813,Sipho,Adams,41,Kwazulu-Natal,Durban,Employed,10358.81,2018-03-09,2018,3,9,4,6.0,7238.67,1206.445,2857.0,Middle Income
53814,Anele,Mthembu,28,Eastern Cape,Gqeberha,Employed,12645.43,2020-10-31,2020,10,31,5,26.0,42724.16,1643.236923076923,8846.6,Middle Income
53815,Kabelo,Molefe,38,Western Cape,Paarl,Employed,25386.92,2018-03-01,2018,3,1,3,21.0,27021.28,1286.727619047619,4937.63,Middle Income
53816,Sipho,Molefe,38,Gauteng,Soweto,Employed,15572.56,2019-03-07,2019,3,7,3,16.0,14030.47,876.904375,2898.66,Middle Income
53817,Ayanda,Sithole,18,Kwazulu-Natal,Pietermaritzburg,Employed,12760.67,2012-08-08,2012,8,8,2,12.0,11534.07,961.1725,4016.92,Middle Income
53818,Ethan,Naidoo,39,Gauteng,Soweto,Student,48870.27,2024-01-25,2024,1,25,3,,,,,High Income
53819,Mia,Adams,28,Gauteng,Pretoria,Student,18994.1,2025-07-12,2025,7,12,5,8.0,4394.34,549.2925,1520.2,Middle Income
53820,Emma,Botha,37,Eastern Cape,Mthatha,Employed,19442.51,2020-10-14,2020,10,14,2,10.0,162780.96000000002,16278.096,156589.0,Middle Income
53821,Mia,Williams,55,Eastern Cape,Mthatha,Employed,28772.25,2012-08-08,2012,8,8,2,12.0,12319.14,1026.595,3052.99,Middle Income
53822,Ethan,Adams,41,Mpumalanga,Emalahleni,Employed,15376.64,2019-10-21,2019,10,21,0,21.0,17262.43,822.0204761904762,3314.02,Middle Income
53823,Bongani,Mahlangu,58,North West,Mahikeng,Self-employed,43359.85,2025-09-03,2025,9,3,2,9.0,5005785.06,556198.34,5000000.0,High Income
53824,Ava,Ndlovu,51,North West,Rustenburg,Employed,114729.51,2016-07-13,2016,7,13,2,11.0,11864.94,1078.6309090909092,3413.82,Very High Income
53825,Ethan,Mthembu,18,Gauteng,Nan,Student,32376.24,2018-04-11,2018,4,11,2,,,,,High Income
53826,Lucas,Pillay,48,Gauteng,Pretoria,Student,12769.51,2020-04-09,2020,4,9,3,8.0,2798.09,349.76125,536.22,Middle Income
53827,Sipho,Adams,53,Eastern Cape,East London,Employed,0.0,2020-02-19,2020,2,19,2,14.0,19221.13,1372.9378571428572,7718.8,
53828,Bongani,Jacobs,38,Mpumalanga,Emalahleni,Student,35833.45,2025-08-01,2025,8,1,4,15.0,15092.76,1006.184,6994.27,High Income
53829,Liam,Adams,75,Free State,Bloemfontein,Student,11950.85,2018-05-15,2018,5,15,1,7.0,6353.31,907.6157142857144,2466.82,Middle Income
53830,Ava,Khumalo,26,Eastern Cape,Mthatha,Employed,12578.68,2021-01-29,2021,1,29,4,3.0,1941.53,647.1766666666666,897.42,Middle Income
53831,Ethan,Khumalo,48,Limpopo,Thohoyandou,Employed,25181.03,2022-05-20,2022,5,20,4,26.0,23971.75,921.9903846153846,3502.53,Middle Income
53832,Sibusiso,Molefe,42,Gauteng,Soweto,Employed,26612.9,2020-05-11,2020,5,11,0,,,,,Middle Income
53833,Lucas,Adams,60,Kwazulu-Natal,Pietermaritzburg,Self-employed,10227.51,2018-08-16,2018,8,16,3,20.0,17536.09,876.8045,3231.93,Middle Income
53834,Ayanda,Adams,28,Gauteng,Soweto,Employed,18550.4,2017-12-21,2017,12,21,3,,,,,Middle Income
53835,Amelia,Dlamini,18,Eastern Cape,Gqeberha,Employed,0.0,2014-01-12,2014,1,12,6,,,,,
53836,Sipho,Mthembu,32,Gauteng,Soweto,Self-employed,30338.85,2018-07-08,2018,7,8,6,,,,,High Income
53837,Zanele,Mahlangu,40,Gauteng,Johannesburg,Retired,26799.82,2022-03-07,2022,3,7,0,14.0,15816.71,1129.765,3244.43,Middle Income
53838,Ethan,Mokoena,62,Gauteng,Midrand,Unemployed,8971.84,2013-07-29,2013,7,29,0,16.0,14868.84,929.3025,3046.83,Low Income
53839,Bongani,Khumalo,53,Kwazulu-Natal,Pietermaritzburg,Unemployed,16876.07,2024-12-25,2024,12,25,2,13.0,-978639.73,-75279.97923076923,7748.45,Middle Income
53840,Oliver,Adams,36,Kwazulu-Natal,Richards Bay,Nan,62877.64,2012-08-05,2012,8,5,6,30.0,29073.16,969.1053333333332,3780.78,Very High Income
53841,Sophia,Mahlangu,33,Limpopo,Tzaneen,Employed,44059.69,2025-06-13,2025,6,13,4,9.0,6881.71,764.6344444444444,2505.62,High Income
53842,Thabo,Nkosi,36,Mpumalanga,Emalahleni,Employed,16291.86,2014-11-25,2014,11,25,1,14.0,8017.24,572.66,1228.57,Middle Income
53843,Kabelo,Dlamini,47,Gauteng,Johannesburg,Retired,11074.36,2020-06-04,2020,6,4,3,4.0,6333.29,1583.3225,2857.8,Middle Income
53844,Amelia,Botha,49,Gauteng,Soweto,Employed,5598.89,2025-01-29,2025,1,29,2,,,,,Low Income
53845,Ethan,Nkosi,35,Gauteng,Johannesburg,Self-employed,25459.56,2016-03-15,2016,3,15,1,26.0,30882.97,1187.8065384615386,4733.02,Middle Income
53846,Kabelo,Sithole,52,Gauteng,Soweto,Employed,24472.56,2021-11-05,2021,11,5,4,14.0,10557.1,754.0785714285714,2048.77,Middle Income
53847,Liam,Naidoo,48,Free State,Bloemfontein,Employed,6084.11,2016-09-30,2016,9,30,4,6.0,5127.26,854.5433333333334,2380.05,Low Income
53848,Naledi,Khumalo,42,Eastern Cape,East London,Employed,77448.22,2016-03-23,2016,3,23,2,6.0,2591.38,431.8966666666667,904.4,Very High Income
53849,Amahle,Botha,27,Western Cape,Stellenbosch,Self-employed,16266.72,2025-10-14,2025,10,14,1,4.0,3340.7,835.175,2452.77,Middle Income
53850,Amelia,Molefe,47,Kwazulu-Natal,Pietermaritzburg,Employed,16881.44,2023-10-25,2023,10,25,2,14.0,18732.13,1338.009285714286,3690.92,Middle Income
53851,Thabo,Molefe,39,Limpopo,Tzaneen,Employed,19396.99,2021-11-26,2021,11,26,4,11.0,254496.64,23136.05818181818,245344.35,Middle Income
53852,Thabo,Adams,28,Western Cape,Cape Town,Employed,10860.66,2021-01-22,2021,1,22,4,40.0,43024.27,1075.60675,3378.65,Middle Income
53853,Kabelo,Sithole,46,Mpumalanga,Emalahleni,Employed,11387.94,2014-10-18,2014,10,18,5,6.0,12810.78,2135.13,11021.41,Middle Income
53854,Sophia,Ndlovu,37,Gauteng,Johannesburg,Employed,15190.49,2020-12-15,2020,12,15,1,,,,,Middle Income
53855,Ayanda,Jacobs,24,Gauteng,Johannesburg,Unemployed,4298.47,2018-03-27,2018,3,27,1,,,,,Low Income
53856,Sipho,Mthembu,43,Gauteng,Midrand,Self-employed,11184.64,2013-10-05,2013,10,5,5,8.0,7483.910000000001,935.48875,2588.76,Middle Income
53857,Mia,Ndlovu,22,Gauteng,Soweto,Employed,37298.21,2021-08-22,2021,8,22,6,18.0,13770.91,765.0505555555555,3300.36,High Income
53858,Noah,Nkosi,51,Western Cape,Cape Town,Employed,24303.76,2018-01-03,2018,1,3,2,,,,,Middle Income
53859,Oliver,Jacobs,46,Gauteng,Midrand,Unemployed,13789.87,2015-03-12,2015,3,12,3,9.0,13382.28,1486.9199999999998,6110.98,Middle Income
53860,Thabo,Dlamini,35,Western Cape,Stellenbosch,Self-employed,32095.84,2018-08-01,2018,8,1,2,27.0,15766.03,583.927037037037,2315.98,High Income
53861,Lucas,Van Wyk,25,Kwazulu-Natal,Richards Bay,Retired,22760.36,2015-03-24,2015,3,24,1,35.0,27871.18,796.3194285714286,5740.0,Middle Income
53862,Amelia,Ndlovu,45,Gauteng,Soweto,Employed,15896.48,2024-06-20,2024,6,20,3,8.0,9395.64,1174.4550000000002,4566.52,Middle Income
53863,Sibusiso,Mahlangu,40,Western Cape,George,Employed,30549.7,2018-11-03,2018,11,3,5,,,,,High Income
53864,Kabelo,Nkosi,26,Kwazulu-Natal,Durban,Employed,32736.0,2014-09-06,2014,9,6,5,19.0,1025504.72,53973.932631578944,1000000.0,High Income
53865,Nomsa,Mokoena,23,Kwazulu-Natal,Durban,Retired,54181.21,2018-10-11,2018,10,11,3,24.0,24252.27,1010.51125,6021.32,High Income
53866,Amelia,Ndlovu,47,Eastern Cape,Mthatha,Employed,30401.22,2022-03-21,2022,3,21,0,8.0,5757.46,719.6825,1404.56,High Income
53867,Liam,Adams,25,Kwazulu-Natal,Durban,Employed,10504.87,2017-05-21,2017,5,21,6,8.0,5974.24,746.78,1523.04,Middle Income
53868,Zanele,Pillay,68,Mpumalanga,Secunda,Self-employed,12589.58,2019-10-29,2019,10,29,1,10.0,7810.13,781.013,1770.44,Middle Income
53869,Amelia,Naidoo,30,Gauteng,Midrand,Employed,32100.7,2016-06-16,2016,6,16,3,18.0,18086.21,1004.7894444444444,4454.6,High Income
53870,Noah,Van Wyk,18,Limpopo,Thohoyandou,Employed,102230.17,2025-07-20,2025,7,20,6,12.0,14333.65,1194.4708333333333,6680.12,Very High Income
53871,Lerato,Botha,47,Gauteng,Soweto,Employed,26510.34,2021-08-30,2021,8,30,0,8.0,10343.11,1292.88875,3893.88,Middle Income
53872,Anele,Mabena,35,Mpumalanga,Mbombela,Unemployed,56256.71,2012-05-19,2012,5,19,5,,,,,High Income
53873,Oliver,Williams,25,Gauteng,Pretoria,Employed,16032.25,2025-07-09,2025,7,9,2,8.0,10600.45,1325.05625,2783.19,Middle Income
53874,Thabo,Ndlovu,38,North West,Klerksdorp,Employed,9652.69,2015-09-15,2015,9,15,1,12.0,8455.56,704.63,1740.84,Low Income
53875,Amahle,Ndlovu,50,Mpumalanga,Secunda,Employed,11586.68,2016-10-04,2016,10,4,1,12.0,6512.7300000000005,542.7275000000001,1364.06,Middle Income
53876,Sophia,Naidoo,40,Gauteng,Soweto,Employed,23087.03,2018-05-12,2018,5,12,5,,,,,Middle Income
53877,Naledi,Molefe,18,Kwazulu-Natal,Richards Bay,Employed,11810.11,2021-02-02,2021,2,2,1,29.0,25341.52,873.8455172413793,6634.31,Middle Income
53878,Lerato,Mahlangu,49,Gauteng,Midrand,Self-employed,75915.97,2025-02-15,2025,2,15,5,8.0,14322.08,1790.26,6687.87,Very High Income
53879,Emma,Pillay,58,Gauteng,Midrand,Employed,14796.2,2019-07-10,2019,7,10,2,13.0,15595.37,1199.643846153846,5039.23,Middle Income
53880,Sophia,Ndlovu,28,Gauteng,Midrand,Student,30164.04,2024-07-21,2024,7,21,6,,,,,High Income
53881,Lerato,Naidoo,32,Kwazulu-Natal,Durban,Self-employed,58684.31,2024-04-18,2024,4,18,3,26.0,18444.64,709.4092307692307,1740.94,High Income
53882,Emma,Ndlovu,31,Gauteng,Johannesburg,Employed,12218.73,2022-08-19,2022,8,19,4,,,,,Middle Income
53883,Sophia,Adams,38,Gauteng,Pretoria,Self-employed,77499.79,2025-06-27,2025,6,27,4,,,,,Very High Income
53884,Noah,Dlamini,18,Gauteng,Soweto,Student,12580.82,2013-12-30,2013,12,30,0,8.0,18597.85,2324.73125,7597.83,Middle Income
53885,Sophia,Van Wyk,30,Gauteng,Johannesburg,Employed,25235.38,2021-01-16,2021,1,16,5,,,,,Middle Income
53886,Ava,Khumalo,36,Gauteng,Johannesburg,Employed,33131.08,2013-06-06,2013,6,6,3,10.0,9933.77,993.377,3907.66,High Income
53887,Lerato,Mabena,45,Kwazulu-Natal,Pietermaritzburg,Retired,17661.4,2025-09-16,2025,9,16,1,9.0,11746.42,1305.1577777777777,3146.25,Middle Income
53888,Emma,Khumalo,39,Gauteng,Johannesburg,Employed,31499.25,2021-11-02,2021,11,2,1,24.0,18578.74,774.1141666666666,5288.32,High Income
53889,Naledi,Naidoo,52,Limpopo,Polokwane,Unemployed,5042.21,2020-12-30,2020,12,30,2,31.0,24733.83,797.8654838709676,5479.92,Low Income
53890,Zanele,Khumalo,41,Free State,Bloemfontein,Employed,140726.51,2013-09-15,2013,9,15,6,,,,,Very High Income
53891,Noah,Pillay,41,Northern Cape,Kimberley,Self-employed,56083.85,2013-05-02,2013,5,2,3,15.0,6718.2300000000005,447.882,1081.95,High Income
53892,Ethan,Molefe,41,Gauteng,Midrand,Employed,12779.83,2012-10-29,2012,10,29,0,23.0,28040.22,1219.14,10609.62,Middle Income
53893,Ava,Mahlangu,38,Gauteng,Soweto,Self-employed,45316.12,2014-09-29,2014,9,29,0,4.0,1249.16,312.29,955.78,High Income
53894,Liam,Pillay,46,Western Cape,George,Employed,59415.08,2015-01-20,2015,1,20,1,6.0,17632.19,2938.6983333333333,15000.57,High Income
53895,Sipho,Adams,36,Gauteng,Soweto,Employed,9857.02,2018-07-23,2018,7,23,0,3.0,1740.92,580.3066666666667,712.99,Low Income
53896,Thabo,Molefe,45,North West,Rustenburg,Employed,14325.85,2023-10-17,2023,10,17,1,35.0,31880.59,910.874,6086.71,Middle Income
53897,Liam,Molefe,32,Kwazulu-Natal,Pietermaritzburg,Self-employed,59428.7,2021-08-14,2021,8,14,5,20.0,413696.12000000005,20684.806000000004,401477.27,High Income
53898,Naledi,Ndlovu,18,North West,Mahikeng,Employed,6836.67,2020-04-08,2020,4,8,2,18.0,19469.87,1081.6594444444445,5909.36,Low Income
53899,Sipho,Williams,41,Mpumalanga,Mbombela,Employed,36258.69,2023-11-04,2023,11,4,5,15.0,25311.48,1687.432,7742.96,High Income
53900,Amelia,Mahlangu,33,Gauteng,Johannesburg,Unemployed,18520.22,2020-01-20,2020,1,20,0,,,,,Middle Income
53901,Sipho,Adams,21,Kwazulu-Natal,Pietermaritzburg,Self-employed,10234.01,2013-06-26,2013,6,26,2,15.0,10420.91,694.7273333333334,2200.03,Middle Income
53902,Sibusiso,Adams,30,Gauteng,Soweto,Self-employed,47557.5,2012-12-22,2012,12,22,5,5.0,3927.05,785.41,2018.31,High Income
53903,Bongani,Mabena,52,Free State,Welkom,Self-employed,22270.54,2016-02-08,2016,2,8,0,6.0,3465.06,577.51,1186.98,Middle Income
53904,Amelia,Molefe,24,Kwazulu-Natal,Pietermaritzburg,Nan,21343.48,2022-04-22,2022,4,22,4,6.0,2481.9,413.65,1240.23,Middle Income
53905,Ethan,Sithole,42,Western Cape,Stellenbosch,Employed,13889.35,2020-05-01,2020,5,1,4,8.0,6475.58,809.4475,2439.84,Middle Income
53906,Sophia,Williams,33,Mpumalanga,Mbombela,Employed,76316.13,2024-12-04,2024,12,4,2,2.0,926.39,463.195,488.15,Very High Income
53907,Ethan,Molefe,37,Limpopo,Tzaneen,Retired,11134.49,2017-12-31,2017,12,31,6,17.0,17101.94,1005.9964705882352,3956.95,Middle Income
53908,Amelia,Mokoena,18,North West,Klerksdorp,Employed,16780.2,2021-01-22,2021,1,22,4,,,,,Middle Income
53909,Thabo,Molefe,34,Gauteng,Pretoria,Employed,10725.46,2019-10-21,2019,10,21,0,5.0,6409.91,1281.982,1557.71,Middle Income
53910,Emma,Mokoena,38,Free State,Welkom,Employed,98642.7,2021-04-07,2021,4,7,2,,,,,Very High Income
53911,Oliver,Pillay,48,Eastern Cape,Gqeberha,Self-employed,6226.89,2017-06-22,2017,6,22,3,17.0,21868.51,1286.3829411764707,12055.79,Low Income
53912,Nomsa,Sithole,36,Gauteng,Pretoria,Self-employed,3764.69,2012-03-23,2012,3,23,4,23.0,466941.04,20301.784347826087,436228.65,Low Income
53913,Ayanda,Sithole,26,Gauteng,Soweto,Employed,22005.55,2017-08-25,2017,8,25,4,16.0,9568.62,598.0387499999999,1494.93,Middle Income
53914,Anele,Pillay,25,Gauteng,Johannesburg,Employed,15989.78,2024-10-14,2024,10,14,0,9.0,21464.4,2384.9333333333334,9457.27,Middle Income
53915,Amahle,Mabena,40,Gauteng,Midrand,Employed,22755.37,2020-07-08,2020,7,8,2,,,,,Middle Income
53916,Bongani,Khumalo,40,Eastern Cape,Mthatha,Employed,17135.91,2017-05-02,2017,5,2,1,,,,,Middle Income
53917,Naledi,Williams,29,Mpumalanga,Emalahleni,Student,29417.79,2024-03-14,2024,3,14,3,17.0,27065.870000000003,1592.11,8292.1,Middle Income
53918,Ava,Molefe,30,Northern Cape,Kuruman,Student,28146.54,2023-03-15,2023,3,15,2,,,,,Middle Income
53919,Mia,Nkosi,42,Gauteng,Midrand,Employed,47579.02,2021-05-12,2021,5,12,2,,,,,High Income
53920,Emma,Mokoena,43,Eastern Cape,East London,Employed,26670.0,2013-11-18,2013,11,18,0,,,,,Middle Income
53921,Mia,Dlamini,35,Western Cape,George,Employed,13905.0,2024-11-17,2024,11,17,6,14.0,9695.89,692.5635714285715,2124.63,Middle Income
53922,Bongani,Mahlangu,42,Gauteng,Pretoria,Employed,30653.53,2012-09-01,2012,9,1,5,,,,,High Income
53923,Thabo,Naidoo,18,Limpopo,Polokwane,Self-employed,0.0,2023-08-24,2023,8,24,3,21.0,20578.59,979.9328571428572,3232.2,
53924,Nomsa,Naidoo,30,North West,Mahikeng,Employed,8600.88,2014-08-24,2014,8,24,6,,,,,Low Income
53925,Ethan,Mabena,49,Northern Cape,Upington,Employed,38056.85,2016-06-06,2016,6,6,0,14.0,22547.58,1610.5414285714287,7087.8,High Income
53926,Ayanda,Khumalo,18,Kwazulu-Natal,Richards Bay,Unemployed,15711.38,2023-04-29,2023,4,29,5,,,,,Middle Income
53927,Ava,Sithole,32,Free State,Bloemfontein,Self-employed,28084.73,2020-08-09,2020,8,9,6,,,,,Middle Income
53928,Anele,Mabena,33,Gauteng,Midrand,Employed,28282.43,2021-09-14,2021,9,14,1,,,,,Middle Income
53929,Kabelo,Adams,44,Eastern Cape,Gqeberha,Retired,19701.84,2013-07-25,2013,7,25,3,,,,,Middle Income
53930,Oliver,Williams,24,Gauteng,Johannesburg,Employed,8060.47,2018-10-17,2018,10,17,2,15.0,16989.66,1132.644,3132.98,Low Income
53931,Ayanda,Naidoo,59,Gauteng,Soweto,Employed,21764.38,2022-07-18,2022,7,18,0,35.0,23779.58,679.4165714285715,3668.82,Middle Income
53932,Naledi,Molefe,58,Northern Cape,Kimberley,Unemployed,20677.52,2017-03-12,2017,3,12,6,,,,,Middle Income
53933,Ayanda,Ndlovu,32,Gauteng,Soweto,Self-employed,78652.39,2013-05-29,2013,5,29,2,,,,,Very High Income
53934,Lerato,Adams,47,Mpumalanga,Mbombela,Employed,26553.03,2013-10-22,2013,10,22,1,,,,,Middle Income
53935,Lucas,Van Wyk,23,Western Cape,George,Employed,43267.71,2018-03-20,2018,3,20,1,38.0,33528.79,882.3365789473685,7512.0,High Income
53936,Anele,Naidoo,36,Limpopo,Polokwane,Unemployed,45695.09,2014-09-02,2014,9,2,1,9.0,5932.25,659.1388888888889,1145.89,High Income
53937,Thabo,Ndlovu,30,North West,Klerksdorp,Employed,28001.99,2013-05-30,2013,5,30,3,10.0,4835.18,483.518,929.7,Middle Income
53938,Oliver,Van Wyk,18,Western Cape,Cape Town,Employed,27579.43,2020-03-19,2020,3,19,3,,,,,Middle Income
53939,Nomsa,Naidoo,30,Gauteng,Johannesburg,Employed,26283.73,2019-06-07,2019,6,7,4,7.0,5169.86,738.5514285714286,2767.02,Middle Income
53940,Thabo,Naidoo,47,Limpopo,Thohoyandou,Employed,30810.32,2025-01-04,2025,1,4,5,8.0,7090.81,886.35125,1456.95,High Income
53941,Lerato,Mthembu,49,Western Cape,George,Employed,23338.66,2022-05-19,2022,5,19,3,6.0,8410.77,1401.795,2012.78,Middle Income
53942,Liam,Mabena,51,Gauteng,Midrand,Self-employed,10166.18,2013-03-01,2013,3,1,4,,,,,Middle Income
53943,Sophia,Nkosi,51,Gauteng,Soweto,Employed,0.0,2022-11-13,2022,11,13,6,16.0,25025.79,1564.111875,7782.32,
53944,Noah,Mahlangu,48,Gauteng,Pretoria,Nan,20488.36,2012-01-20,2012,1,20,4,15.0,10503.94,700.2626666666667,2533.89,Middle Income
53945,Amelia,Naidoo,38,Western Cape,Cape Town,Retired,13842.51,2025-03-02,2025,3,2,6,,,,,Middle Income
53946,Lucas,Mahlangu,27,Gauteng,Pretoria,Employed,20750.68,2018-07-21,2018,7,21,5,,,,,Middle Income
53947,Bongani,Naidoo,55,Gauteng,Johannesburg,Employed,5243.38,2023-06-25,2023,6,25,6,,,,,Low Income
53948,Amahle,Jacobs,48,Northern Cape,Kuruman,Self-employed,10306.75,2013-04-21,2013,4,21,6,7.0,6967.07,995.2957142857142,2225.21,Middle Income
53949,Sibusiso,Mabena,42,Western Cape,Cape Town,Self-employed,31278.53,2014-11-12,2014,11,12,2,13.0,14540.39,1118.4915384615383,5045.69,High Income
53950,Ava,Mokoena,51,Gauteng,Pretoria,Unemployed,24210.19,2013-01-17,2013,1,17,3,,,,,Middle Income
53951,Oliver,Mahlangu,30,Limpopo,Polokwane,Employed,25246.58,2015-03-01,2015,3,1,6,9.0,9010.58,1001.1755555555555,3035.29,Middle Income
53952,Mia,Khumalo,36,Free State,Welkom,Employed,6497.33,2018-11-15,2018,11,15,3,7.0,20523.09,2931.87,9569.12,Low Income
53953,Amelia,Mokoena,48,Kwazulu-Natal,Pietermaritzburg,Nan,39414.53,2024-08-08,2024,8,8,3,,,,,High Income
53954,Sipho,Molefe,20,Gauteng,Soweto,Retired,75643.15,2020-07-01,2020,7,1,2,,,,,Very High Income
53955,Lerato,Van Wyk,50,Gauteng,Johannesburg,Retired,29733.71,2013-08-10,2013,8,10,5,,,,,Middle Income
53956,Kabelo,Jacobs,36,Northern Cape,Kimberley,Employed,0.0,2013-09-21,2013,9,21,5,,,,,
53957,Ayanda,Van Wyk,26,Mpumalanga,Emalahleni,Employed,13963.16,2017-05-12,2017,5,12,4,,,,,Middle Income
53958,Lucas,Mahlangu,26,Gauteng,Johannesburg,Employed,11807.25,2020-01-21,2020,1,21,1,18.0,22606.84,1255.9355555555555,4761.53,Middle Income
53959,Nomsa,Khumalo,46,Kwazulu-Natal,Richards Bay,Employed,38263.92,2015-10-12,2015,10,12,0,14.0,27292.63,1949.4735714285716,10745.03,High Income
53960,Naledi,Mokoena,40,Free State,Bethlehem,Employed,18001.22,2020-12-30,2020,12,30,2,7.0,2657.11,379.5871428571429,791.39,Middle Income
53961,Sipho,Mthembu,43,Limpopo,Polokwane,Employed,9835.25,2016-08-10,2016,8,10,2,17.0,8225.4,483.8470588235294,1841.12,Low Income
53962,Thabo,Van Wyk,39,Gauteng,Pretoria,Employed,37621.93,2018-04-28,2018,4,28,5,21.0,24390.34,1161.444761904762,4046.5,High Income
53963,Lucas,Van Wyk,42,North West,Rustenburg,Employed,47590.62,2019-07-21,2019,7,21,6,,,,,High Income
53964,Nomsa,Williams,30,Limpopo,Thohoyandou,Self-employed,54996.37,2015-05-31,2015,5,31,6,,,,,High Income
53965,Liam,Dlamini,20,Kwazulu-Natal,Richards Bay,Student,48960.13,2022-05-17,2022,5,17,1,8.0,10474.28,1309.285,3167.45,High Income
53966,Sophia,Mthembu,32,Kwazulu-Natal,Durban,Employed,18734.13,2013-11-30,2013,11,30,5,8.0,6511.88,813.985,3008.36,Middle Income
53967,Emma,Nkosi,26,Kwazulu-Natal,Durban,Unemployed,46688.26,2023-10-03,2023,10,3,1,,,,,High Income
53968,Emma,Botha,58,Limpopo,Thohoyandou,Employed,0.0,2016-01-27,2016,1,27,2,,,,,
53969, Ayanda ,Williams,45,Kwazulu-Natal,Pietermaritzburg,Employed,7278.08,2020-08-30,2020,8,30,6,16.0,7689.88,480.6175,1501.92,Low Income
53970,Nomsa,Mokoena,29,Limpopo,Tzaneen,Unemployed,42667.62,2019-06-07,2019,6,7,4,8.0,11438.28,1429.785,4840.5,High Income
53971,Thabo,Naidoo,37,Mpumalanga,Secunda,Employed,19922.68,2014-08-05,2014,8,5,1,8.0,4326.150000000001,540.7687500000001,1042.8,Middle Income
53972, Anele ,Mahlangu,43,Eastern Cape,Mthatha,Employed,19541.69,2012-06-08,2012,6,8,4,22.0,33102.189999999995,1504.6449999999998,18355.17,Middle Income
53973,Emma,Van Wyk,42,Western Cape,Cape Town,Student,15684.49,2020-02-15,2020,2,15,5,21.0,16079.57,765.6938095238095,2082.79,Middle Income
53974,Amelia,Sithole,31,Kwazulu-Natal,Richards Bay,Employed,25516.94,2016-06-24,2016,6,24,4,25.0,21229.42,849.1768,4105.17,Middle Income
53975,Thabo,Mthembu,47,Gauteng,Midrand,Self-employed,47223.34,2013-12-16,2013,12,16,0,8.0,5819.83,727.47875,1574.89,High Income
53976,Zanele,Naidoo,56,Western Cape,Stellenbosch,Employed,15231.0,2021-12-30,2021,12,30,3,,,,,Middle Income
53977,Lerato,Botha,33,Eastern Cape,Mthatha,Self-employed,15247.18,2021-11-15,2021,11,15,0,27.0,21705.26,803.8985185185185,2587.99,Middle Income
53978,Nomsa,Jacobs,19,Kwazulu-Natal,Pietermaritzburg,Employed,4273.37,2018-08-24,2018,8,24,4,7.0,4246.76,606.6800000000001,1857.13,Low Income
53979,Liam,Adams,18,Western Cape,Cape Town,Retired,12517.36,2023-02-02,2023,2,2,3,11.0,8135.62,739.6018181818182,3055.73,Middle Income
53980,Oliver,Williams,52,Eastern Cape,Gqeberha,Employed,111428.02,2021-05-31,2021,5,31,0,22.0,25086.93,1140.315,4785.04,Very High Income
53981,Sipho,Nkosi,44,Gauteng,Pretoria,Student,6142.47,2020-05-10,2020,5,10,6,30.0,702570.0599999999,23419.002,669612.19,Low Income
53982,Amahle,Mabena,28,North West,Rustenburg,Employed,39312.55,2018-07-12,2018,7,12,3,19.0,32455.45,1708.1815789473685,9733.21,High Income
53983,Sibusiso,Molefe,31,Eastern Cape,East London,Employed,24545.69,2014-10-15,2014,10,15,2,17.0,27980.04,1645.884705882353,5088.88,Middle Income
53984,Emma,Khumalo,38,Western Cape,Cape Town,Employed,27189.74,2021-06-07,2021,6,7,0,10.0,10891.58,1089.158,2824.36,Middle Income
53985,Oliver,Khumalo,57,Mpumalanga,Secunda,Student,31339.6,2018-11-01,2018,11,1,3,7.0,4252.54,607.5057142857142,1244.88,High Income
53986,Ethan,Williams,40,Western Cape,Paarl,Retired,8304.45,2019-05-13,2019,5,13,0,,,,,Low Income
53987,Liam,Williams,45,Western Cape,Stellenbosch,Retired,40940.72,2014-05-18,2014,5,18,6,13.0,10036.46,772.0353846153846,3994.31,High Income
53988,Amahle,Dlamini,51,Gauteng,Soweto,Employed,23664.66,2025-01-25,2025,1,25,5,6.0,8859.77,1476.628333333333,4561.26,Middle Income
